iter	MultiClass
265	0.05354849294
266	0.05337661447
267	0.05317193153
268	0.05298631362
269	0.05273913187
270	0.05235580428
271	0.05210013847
272	0.05172652861
273	0.05154656765
274	0.05134279609
275	0.05124245492
276	0.05094974595
277	0.05075640221
278	0.05048374707
279	0.05032102656
280	0.05013768874
281	0.04993212107
282	0.04964884742
283	0.04941147947
284	0.04914021804
285	0.04882567991
286	0.04866560274
287	0.04847608775
288	0.04832130478
289	0.04819001337
290	0.04796018142
291	0.04779257435
292	0.04742440341
293	0.04733639446
294	0.04718867113
295	0.04705976293
296	0.04695405021
297	0.04669709437
298	0.04656320561
299	0.04633133134
300	0.04613463856
301	0.04597226634
302	0.04581906109
303	0.04565677346
304	0.04552528205
305	0.04546952663
306	0.04536490449
307	0.04527888275
308	0.04506945031
309	0.04497318556
310	0.04481211102
311	0.04469555941
312	0.04453246748
313	0.04438127768
314	0.04428222922
315	0.04416321874
316	0.04406054898
317	0.04393625454
318	0.04382072618
319	0.04359836068
320	0.04339424371
321	0.04322118936
322	0.04302812783
323	0.04294474401
324	0.04282368686
325	0.04267842674
326	0.04259563497
327	0.04251790319
328	0.04243503824
329	0.04235315533
330	0.04215071774
331	0.04198809802
332	0.04185547803
333	0.04168436741
334	0.04147419132
335	0.04141549508
336	0.04126717306
337	0.04117742327
338	0.04097385148
339	0.04072676984
340	0.04067075754
341	0.04058482574
342	0.04046191845
343	0.04029965379
344	0.04018424902
345	0.04012617344
346	0.04003898626
347	0.03991763654
348	0.03976785017
349	0.03963360185
350	0.03949201403
351	0.03930824076
352	0.03917080922
353	0.0390561385
354	0.03896635596
355	0.03882077348
356	0.03877463868
357	0.03866577497
358	0.03852526502
359	0.03842405049
360	0.0383601448
361	0.03817094482
362	0.03803965665
363	0.03790147229
364	0.03782643811
365	0.03757527646
366	0.03740682074
367	0.03732184991
368	0.03717468624
369	0.03706247869
370	0.03703545377
371	0.0369596026
372	0.03681313122
373	0.03665431673
374	0.03654534055
375	0.03642925733
376	0.036325246
377	0.0362593199
378	0.0361265033
379	0.0360423372
380	0.03593152563
381	0.03584380596
382	0.03573920352
383	0.03560618969
384	0.03550764725
385	0.03542201101
386	0.03528292752
387	0.03520659729
388	0.03516317174
389	0.03503469193
390	0.03496713631
391	0.03491278
392	0.03484362769
393	0.03474582882
394	0.03463929494
395	0.03454945854
396	0.03448162049
397	0.03440428672
398	0.03437483096
399	0.03430680367
400	0.0342649646
401	0.03418575198
402	0.03411610534
403	0.03403887009
404	0.03396874688
405	0.03387135925
406	0.03377990899
407	0.0336790394
408	0.0335712685
409	0.03344651017
410	0.03331358098
411	0.03322030684
412	0.03311946875
413	0.03305545548
414	0.0329882934
415	0.03285750602
416	0.03278884794
417	0.0327271525
418	0.03267453584
419	0.03258597479
420	0.03244642314
421	0.03237588766
422	0.03233536984
423	0.03225779697
424	0.03215266261
425	0.03204207631
426	0.03196440518
427	0.03189446504
428	0.03186307399
429	0.03182271475
430	0.03175971995
431	0.03168243155
432	0.03160907982
433	0.0315512092
434	0.03146496517
435	0.03131394456
436	0.03124359081
437	0.0311981623
438	0.03111733105
439	0.0310145553
440	0.03090131233
441	0.0308654554
442	0.03082161866
443	0.03063329208
444	0.03056384974
445	0.03045080499
446	0.03033529768
447	0.03028189037
448	0.03021261321
449	0.0301421617
450	0.03008274115
451	0.0299833681
452	0.02992899156
453	0.02985559509
454	0.02978493605
455	0.02972942719
456	0.02965728209
457	0.02961950272
458	0.02955640801
459	0.02945096257
460	0.02929632726
461	0.02921937644
462	0.02914608737
463	0.02907666923
464	0.02900707899
465	0.02894613221
466	0.02891921453
467	0.02887608242
468	0.02878046719
469	0.02872080327
470	0.02859777527
471	0.0285018743
472	0.02845711551
473	0.02840027391
474	0.02828523486
475	0.02823196057
476	0.02811667769
477	0.02803888031
478	0.02797951478
479	0.02792426343
480	0.02790356042
481	0.02783052314
482	0.02777036576
483	0.02766373291
484	0.02761433089
485	0.02756018391
486	0.02748956802
487	0.02742515787
488	0.02735179379
489	0.02729672416
490	0.0271897677
491	0.02714615908
492	0.02708527176
493	0.02701017998
494	0.02689582092
495	0.02686241014
496	0.02679584525
497	0.02674926627
498	0.02670664036
499	0.02667371547
500	0.02660965854
501	0.02654629186
502	0.02646242569
503	0.02639480047
504	0.02632185068
505	0.0262721195
506	0.02618446746
507	0.02614753597
508	0.02606009824
509	0.0259978991
510	0.02594079721
511	0.02591524592
512	0.02587407737
513	0.02584181705
514	0.02580804452
515	0.02575094749
516	0.02569526224
517	0.02559555178
518	0.02553253632
519	0.02551048841
520	0.02548365154
521	0.02543908212
522	0.02541701174
523	0.02535529991
524	0.0252874603
525	0.02517591992
526	0.02513582709
527	0.02506808168
528	0.02503778459
529	0.0249946414
530	0.02494108864
531	0.02487889009
532	0.02483766028
533	0.024751172
534	0.02468593614
535	0.02463633018
536	0.02459610086
537	0.02455135153
538	0.02446286652
539	0.02439925542
540	0.02435017762
541	0.02430241306
542	0.02423970462
543	0.02416868082
544	0.02412784744
545	0.02410919056
546	0.02408304634
547	0.02405255624
548	0.02403559326
549	0.02400931788
550	0.02397905534
551	0.02392097897
552	0.02389660345
553	0.02382583504
554	0.0237832233
555	0.02374525143
556	0.02368058928
557	0.02362555349
558	0.02358623269
559	0.0235361912
560	0.02349037611
561	0.02347094886
562	0.02342965438
563	0.02338458209
564	0.02333708607
565	0.02325326288
566	0.0231986406
567	0.02314397552
568	0.02307384421
569	0.02303872094
570	0.02300071838
571	0.02296404578
572	0.02293440376
573	0.02290723553
574	0.0228501121
575	0.02278585297
576	0.02272284966
577	0.02269335968
578	0.02264019537
579	0.02262599797
580	0.02255368688
581	0.02251421486
582	0.02244034716
583	0.0224100492
584	0.0223761029
585	0.02230554673
586	0.02224070354
587	0.02216184137
588	0.02210656444
589	0.02207646616
590	0.02203986963
591	0.02200998435
592	0.021977673
593	0.02192226276
594	0.02186096922
595	0.02180287668
596	0.021784145
597	0.02175986021
598	0.02173626605
599	0.02168872375
600	0.0216312823
601	0.02157192006
602	0.0215366626
603	0.0214916753
604	0.02146322422
605	0.02143865831
606	0.02137437954
607	0.0213276207
608	0.02128539811
609	0.02121286879
610	0.0211465894
611	0.02111148639
612	0.02106375206
613	0.02103381724
614	0.02099676406
615	0.0209781564
616	0.02093199968
617	0.02091584796
618	0.02088711109
619	0.02082033403
620	0.02076498734
621	0.02072400373
622	0.02065646322
623	0.02056936997
624	0.02054099574
625	0.02049796641
626	0.02048751233
627	0.02046610154
628	0.02043615855
629	0.02040503998
630	0.02035937687
631	0.02031675699
632	0.02028081656
633	0.02022765361
634	0.02017810469
635	0.0201537287
636	0.02013573959
637	0.02010517713
638	0.02006502408
639	0.02004423203
640	0.01999774164
641	0.01995387772
642	0.01993627017
643	0.01989644337
644	0.01986564344
645	0.01983994285
646	0.01978329519
647	0.01972033619
648	0.01967772797
649	0.01965639075
650	0.01962069739
651	0.01958575172
652	0.01954161759
653	0.01951302907
654	0.0194879675
655	0.01944085766
656	0.01941145588
657	0.0193723039
658	0.019328039
659	0.01930738041
660	0.01928337879
661	0.01922416769
662	0.0191949944
663	0.01918128278
664	0.01917020481
665	0.01913102599
666	0.01907144768
667	0.0190362396
668	0.0189745915
669	0.01893628826
670	0.01891841997
671	0.01890348669
672	0.01888908572
673	0.01885714942
674	0.01884460543
675	0.01881973321
676	0.01877462873
677	0.0187425213
678	0.0187080617
679	0.01867138931
680	0.01865693676
681	0.01861849193
682	0.01857529136
683	0.01854770112
684	0.01851026445
685	0.01847999023
686	0.01846338736
687	0.01843112253
688	0.0183849234
689	0.01836245428
690	0.01834723983
691	0.01832814381
692	0.01828568566
693	0.01826367168
694	0.01822302422
695	0.01816683643
696	0.01814256889
697	0.01813083289
698	0.01809208176
699	0.01806975173
700	0.01804662885
701	0.01800037488
702	0.01798274682
703	0.01795393459
704	0.01792044928
705	0.01787026027
706	0.01784199876
707	0.01780867605
708	0.01774369903
709	0.01768800396
710	0.01764964346
711	0.0176342771
712	0.01761068761
713	0.01757680022
714	0.01755774246
715	0.01750366427
716	0.01746285851
717	0.01743870111
718	0.01740123408
719	0.01736120206
720	0.01733170548
721	0.01730550545
722	0.01729320611
723	0.01722445509
724	0.01719536666
725	0.01715759648
726	0.01713983659
727	0.01711332575
728	0.01708749336
729	0.0170651147
730	0.01704238995
731	0.01702563455
732	0.01700361987
733	0.016987292
734	0.01691967697
735	0.01689255668
736	0.01687270099
737	0.01686081854
738	0.01681795785
739	0.01680352353
740	0.01678156941
741	0.01676800707
742	0.01674180087
743	0.01670883204
744	0.01669092769
745	0.01666488712
746	0.01663608601
747	0.01662478795
748	0.01659541403
749	0.01655876128
750	0.01653708149
751	0.01650981003
752	0.01647848007
753	0.01646108524
754	0.0164469832
755	0.01641693412
756	0.01640036594
757	0.01638023107
758	0.01634268116
759	0.01631629358
760	0.01629695274
761	0.01626242137
762	0.0162411435
763	0.0162283352
764	0.01621635892
765	0.01618930092
766	0.01616349363
767	0.01614427812
768	0.01611663788
769	0.01609145275
770	0.01605166493
771	0.01603952312
772	0.01601703531
773	0.01600386154
774	0.01599204678
775	0.01596129293
776	0.01595286227
777	0.01593347487
778	0.01591621637
779	0.01589191685
780	0.01586740914
781	0.01584079625
782	0.01581158359
783	0.01580473266
784	0.01578567342
785	0.01576052373
786	0.0157348376
787	0.01568689993
788	0.01567755478
789	0.01564357594
790	0.01561426861
791	0.01558309268
792	0.01557442552
793	0.01553918746
794	0.01552661133
795	0.01549720625
796	0.01546540016
797	0.01543804187
798	0.01541551501
799	0.01539197096
800	0.01536393455
801	0.0153449393
802	0.01532591774
803	0.01531001296
804	0.01526885606
805	0.01525329234
806	0.01522194078
807	0.01519208405
808	0.01517787183
809	0.01514989046
810	0.01514227088
811	0.01511802222
812	0.01509869446
813	0.01508680598
814	0.01506334842
815	0.01503969717
816	0.01499960311
817	0.01498525583
818	0.01496271841
819	0.01494465848
820	0.01491319276
821	0.01488965303
822	0.01485387845
823	0.01482351471
824	0.01478560588
825	0.01477324849
826	0.01475321766
827	0.01473579708
828	0.01472303305
829	0.01468732315
830	0.01467635086
831	0.01465092866
832	0.01461343447
833	0.01458749445
834	0.01456860647
835	0.01455042755
836	0.01454198702
837	0.01453021224
838	0.01449837227
839	0.01448171884
840	0.01445630941
841	0.01443516402
842	0.01440266649
843	0.01438537995
844	0.01437872593
845	0.01435166135
846	0.01433656854
847	0.01431102047
848	0.01428014704
849	0.01426162034
850	0.01424059642
851	0.01421746668
852	0.01419719183
853	0.01418885305
854	0.01417466474
855	0.01414969308
856	0.01413818405
857	0.01410114091
858	0.01407695566
859	0.01407240975
860	0.01404502424
861	0.01401022192
862	0.01398375209
863	0.01395834951
864	0.01393270169
865	0.01389923625
866	0.01387567141
867	0.01386637954
868	0.01384752732
869	0.01384030331
870	0.01381382758
871	0.01379314294
872	0.01376203381
873	0.01375417131
874	0.01373049634
875	0.01370423153
876	0.01369701023
877	0.01368569377
878	0.01366411134
879	0.01364095368
880	0.01361635841
881	0.01360366316
882	0.0135959727
883	0.01357925934
884	0.01357143781
885	0.01354960032
886	0.01352870299
887	0.01352066694
888	0.01350659792
889	0.01348005813
890	0.01345751116
891	0.01343219042
892	0.01341863856
893	0.01340204764
894	0.0133726949
895	0.01336064934
896	0.01335088129
897	0.01334155695
898	0.01332453753
899	0.01330072895
900	0.01328239822
901	0.01326679022
902	0.01324133511
903	0.01322819744
904	0.01321604555
905	0.01320648763
906	0.013185552
907	0.01316440295
908	0.01314709343
909	0.01311578863
910	0.01309644478
911	0.01308096432
912	0.01306637133
913	0.01305659406
914	0.01302811605
915	0.0130193846
916	0.01301173547
917	0.01298260352
918	0.01295981421
919	0.0129414905
920	0.01293460195
921	0.01292526105
922	0.01290463086
923	0.01288462596
924	0.01287438809
925	0.01286631788
926	0.01285389387
927	0.01281745246
928	0.01278835207
929	0.01276718117
930	0.0127540767
931	0.01272890773
932	0.01271105558
933	0.01269576983
934	0.01268115917
935	0.01265329889
936	0.01263399672
937	0.0126240389
938	0.01261103522
939	0.01259265037
940	0.01258339742
941	0.01255962541
942	0.01254959907
943	0.01253600161
944	0.01251512991
945	0.01250199739
946	0.0124812948
947	0.0124535607
948	0.01244109748
949	0.01241820054
950	0.01240702078
951	0.01239232113
952	0.01237909202
953	0.01236605146
954	0.0123567534
955	0.01233641566
956	0.01231727542
957	0.01230969476
958	0.01230395865
959	0.01227486062
960	0.01226648151
961	0.0122534635
962	0.01223922922
963	0.01223174178
964	0.01222332287
965	0.01220885281
966	0.01219119581
967	0.01218384618
968	0.01217990535
969	0.01215498064
970	0.01213659921
971	0.01212715716
972	0.01210505161
973	0.01208887205
974	0.01207874277
975	0.01207027511
976	0.01205029897
977	0.01203377979
978	0.01202499816
979	0.01201510049
980	0.01200492632
981	0.0119891058
982	0.01197295009
983	0.01196525746
984	0.01195759337
985	0.01194608547
986	0.01193200788
987	0.01192349773
988	0.01190542367
989	0.01188222178
990	0.01187428004
991	0.01185649106
992	0.01184046994
993	0.01183295221
994	0.01182886019
995	0.011810489
996	0.01179757011
997	0.01178330152
998	0.0117701267
999	0.01175739899
